ISO3,Year,Access_Healthcare,Children_U5,Conflict_Probability,Food_Security,Governance,Hazard_Exposure,Health_Conditions,Human_Hazard,INFORM_Risk,Inequality,Infrastructure,Institutional,Lack_Coping_Capacity,Natural_Hazard,SocioEcon_Vulnerability,Uprooted_People,Vulnerability,Vulnerable_Groups,Total_CBPF,CBPF_Targeted,CBPF_Reached,Population,Total_PIN,HNO_Targeted,HNO_Reached,Dollars_Per_Person,WB_Population,Density_per_km2,Land_Area_km2,Birth_Rate,Infant_Mortality,Life_Expectancy,Maternal_Mortality,Fertility_Rate,Physicians_per_1000,Latitude,Longitude,GDP_per_capita,Urban_pct,Log_CBPF,CBPF_per_capita,INFORM_Risk_Change,Vulnerability_Change,Continent,Pop_Used,Need_Proxy,_y,_y_model,pred_log,pred_funding,actual_funding,funding_gap,funding_ratio_gap,flag_overlooked,flag_overfunded,beneficiaries_per_million,efficiency_robust_z,flag_low_efficiency,flag_high_efficiency
IRQ,2018,5.7,6.4,0.995853112519311,4.3,7.8,8.4,0.3,9.9,6.4,4.4,4.2,6.1,5.2,5.2,4.4,9.6,6.1,7.4,36590937.66,12702879.0,10879897.0,,,,,,39309783,93,438317,29.08,22.5,70.5,79,3.67,0.71,33.223191,43.679291,5955.109010370268,70.7,17.41531119012357,0.9308354019659685,,,MENA,39309783,20260209.51822903,36590937.66,17.415311190123575,,,36590937.66,,,False,False,297338.567838785,4.322084168154035,False,True
IRQ,2019,5.7,6.0,0.981134126599481,4.3,7.9,8.0,0.4,9.5,6.2,4.4,4.3,6.1,5.3,5.2,4.1,9.3,5.7,7.0,82350483.05,3587380.0,4378487.0,,,,,,39309783,93,438317,29.08,22.5,70.5,79,3.67,0.71,33.223191,43.679291,5955.109010370268,70.7,18.22649489253057,2.094910649850191,-0.2000000000000002,-0.3999999999999995,MENA,39309783,18355730.683015846,82350483.05,18.226494892530575,,,82350483.05,,,False,False,53168.92916448814,-0.02598640022628926,False,False
IRQ,2020,5.5,5.7,0.97942993249462,4.3,7.8,7.6,0.3,9.0,6.0,4.4,4.1,6.1,5.2,5.3,4.0,9.1,5.6,6.8,27594112.58,1954330.0,5676841.0,,,,,,39309783,93,438317,29.08,22.5,70.5,79,3.67,0.71,33.223191,43.679291,5955.109010370268,70.7,17.13311303185384,0.7019655280213579,-0.2000000000000002,-0.1000000000000005,MENA,39309783,17212086.357357364,27594112.58,17.133113031853842,17.895862579345703,59166292.98493944,27594112.58,-31572180.404939443,-0.5336176868977751,True,False,205726.52892301398,2.690695383366073,False,True
IRQ,2021,5.5,5.4,0.973483238467075,4.2,7.8,7.8,0.3,9.2,6.0,4.4,4.0,6.1,5.1,5.3,4.1,8.9,5.4,6.5,25391271.47,835847.0,1308412.0,,,,,,39309783,93,438317,29.08,22.5,70.5,79,3.67,0.71,33.223191,43.679291,5955.109010370268,70.7,17.04991606940024,0.6459275409889695,0.0,-0.1999999999999993,MENA,39309783,16704863.350987561,25391271.47,17.049916069400236,17.009754180908203,24391716.37782587,25391271.47,999555.0921741277,0.04097928479862145,False,False,51529.991378902385,-0.0551719172610982,False,False
IRQ,2022,5.6,5.2,0.973971727411922,4.1,7.7,8.2,0.3,9.5,6.3,4.3,3.9,6.0,5.0,5.7,4.0,8.9,6.2,7.7,8386519.220000001,151897.0,223816.0,,,,,,39309783,93,438317,29.08,22.5,70.5,79,3.67,0.71,33.223191,43.679291,5955.109010370268,70.7,15.94213623913175,0.2133443275430953,0.2999999999999998,0.7999999999999998,MENA,39309783,20068804.61017714,8386519.220000001,15.942136239131747,17.32620620727539,33471543.14353994,8386519.220000001,-25085023.923539937,-0.7494433051970413,True,False,26687.59161006399,-0.49755495828656304,False,False
JOR,2018,3.2,4.5,0.147111041546835,2.3,5.1,3.1,0.1,2.9,4.0,4.0,2.7,4.2,3.5,3.3,3.5,10.0,6.0,7.7,10372517.73,155137.0,259372.0,,,,,,10101694,115,89342,21.98,13.9,74.4,46,2.76,2.32,30.585164,36.238414,4330.329345949303,91.2,16.15467043692385,1.026809734090144,,,MENA,10101694,2396616.141533272,10372517.73,16.15467043692385,,,10372517.73,,,False,False,25005.693576673624,-0.5275054934051261,False,False
JOR,2019,3.3,4.3,0.104294236891056,2.5,5.0,2.9,0.1,2.4,4.0,4.1,2.8,4.1,3.5,3.4,3.5,10.0,6.1,7.8,8753790.86,64346.0,74311.0,,,,,,10101694,115,89342,21.98,13.9,74.4,46,2.76,2.32,30.585164,36.238414,4330.329345949303,91.2,15.98499751989102,0.8665666233801974,0.0,0.09999999999999964,MENA,10101694,2461788.3608775986,8753790.86,15.984997519891024,,,8753790.86,,,False,False,8489.007925820037,-0.8216277075984421,False,False
JOR,2020,3.4,4.0,0.0991632789732113,3.0,5.1,2.8,0.1,2.1,3.9,4.1,2.8,4.2,3.5,3.4,3.5,10.0,6.1,7.8,8334514.42,1114358.0,806239.0,,,,,,10101694,115,89342,21.98,13.9,74.4,46,2.76,2.32,30.585164,36.238414,4330.329345949303,91.2,15.93591593450455,0.8250610659954657,-0.1000000000000001,0.0,MENA,10101694,2347429.5608991757,8334514.42,15.935915934504548,16.451791763305664,13961187.15834018,8334514.42,-5626672.73834018,-0.4030225133812422,True,False,96734.96970244189,0.7498193865718932,False,False
JOR,2021,3.7,3.9,0.0611176876332827,3.4,5.0,2.7,0.1,1.9,3.9,4.2,2.9,4.1,3.5,3.4,3.6,10.0,6.1,7.8,2022680.58,59239.0,63007.0,,,,,,10101694,115,89342,21.98,13.9,74.4,46,2.76,2.32,30.585164,36.238414,4330.329345949303,91.2,14.51993470386008,0.2002318205243596,0.0,0.0,MENA,10101694,2347429.5608991757,2022680.58,14.51993470386008,16.213157653808594,10997269.392232321,2022680.58,-8974588.812232321,-0.8160742900934412,True,False,31150.24714819269,-0.41808585923104863,False,False
JOR,2022,3.6,3.7,0.0647826738786448,4.0,4.9,2.7,0.1,1.9,3.8,4.2,2.7,4.1,3.4,3.4,3.7,10.0,6.2,7.8,400000.02,112.0,126.0,,,,,,10101694,115,89342,21.98,13.9,74.4,46,2.76,2.32,30.585164,36.238414,4330.329345949303,91.2,12.89922237608687,0.03959732100378412,-0.1000000000000001,0.1000000000000005,MENA,10101694,2298242.9802650805,400000.02,12.899222376086868,15.67141056060791,6397452.385373554,400000.02,-5997452.365373554,-0.9374751079172521,True,False,314.99998346250084,-0.9671870144510067,False,False
LBN,2018,3.5,2.9,0.770188197934751,1.9,6.6,6.2,0.1,7.8,5.8,3.8,2.4,7.0,5.1,3.9,3.6,10.0,6.2,7.9,14695922.66,115642.0,140415.0,,,,,,6855713,667,10400,17.55,6.4,78.9,29,2.09,2.1,33.854721,35.862285,7784.316856904599,88.8,16.50308071125283,2.14360237366996,,,MENA,6855713,3111984.6345069963,14695922.66,16.503080711252828,,,14695922.66,,,False,False,9554.69100096947,-0.8026504701358464,False,False
LBN,2019,3.3,2.8,0.138325505655227,2.0,6.8,4.6,0.1,5.3,5.2,3.6,2.1,7.1,5.1,3.9,3.6,10.0,6.0,7.7,10964198.82,563076.0,393377.0,,,,,,6855713,667,10400,17.55,6.4,78.9,29,2.09,2.1,33.854721,35.862285,7784.316856904599,88.8,16.21014596133907,1.599279144269896,-0.5999999999999996,-0.2000000000000002,MENA,6855713,2557852.7500077877,10964198.82,16.210145961339066,,,10964198.82,,,False,False,35878.316913275536,-0.3338903748849038,False,False
LBN,2020,3.1,2.6,0.0693414962493242,1.9,6.9,4.0,0.2,4.1,5.0,3.4,2.0,7.1,5.1,3.9,3.6,10.0,6.0,7.7,16210106.03,195420.0,248692.0,,,,,,6855713,667,10400,17.55,6.4,78.9,29,2.09,2.1,33.854721,35.862285,7784.316856904599,88.8,16.60114549640443,2.364466836636831,-0.2000000000000002,0.0,MENA,6855713,2402629.0594710377,16210106.03,16.601145496404435,16.23439598083496,11233330.91996082,16210106.03,4976775.11003918,0.4430364551262178,False,True,15341.787371680643,-0.6995962839459128,False,False
LBN,2021,3.9,2.3,0.334998963687207,1.9,7.5,4.5,0.1,5.0,5.3,3.5,2.2,7.4,5.4,3.9,4.2,10.0,6.3,7.7,25267473.8,262345.0,301652.0,,,,,,6855713,667,10400,17.55,6.4,78.9,29,2.09,2.1,33.854721,35.862285,7784.316856904599,88.8,17.04502854560187,3.685608455313109,0.2999999999999998,0.2999999999999998,MENA,6855713,2768155.8146095998,25267473.8,17.045028545601873,17.093616485595703,26525482.903473858,25267473.8,-1258009.103473857,-0.04742643547911074,False,False,11938.352142985566,-0.7602032317614751,False,False
LBN,2022,4.5,2.1,0.0709499722867434,2.2,7.6,4.2,0.1,4.4,5.3,3.4,2.4,7.5,5.5,3.9,4.6,10.0,6.4,7.7,28340770.36,1037258.0,2615207.0,,,,,,6855713,667,10400,17.55,6.4,78.9,29,2.09,2.1,33.854721,35.862285,7784.316856904599,88.8,17.15981200992274,4.133891013232321,0.0,0.1000000000000005,MENA,6855713,2812386.2210540785,28340770.36,17.159812009922742,17.034547805786133,25004034.899576098,28340770.36,3336735.4604239017,0.13344788046510336,False,False,92277.20230212269,0.6704373334253587,False,False
LBN,2023,4.5,2.0,0.0636670468367355,2.5,7.8,3.9,0.1,3.8,5.2,3.3,2.4,7.6,5.6,3.9,4.6,10.0,6.5,7.8,26686329.11,244541.0,467055.0,,,,,,6855713,667,10400,17.55,6.4,78.9,29,2.09,2.1,33.854721,35.862285,7784.316856904599,88.8,17.09966201136463,3.892568010066932,-0.09999999999999964,0.09999999999999964,MENA,6855713,2779004.782230183,26686329.11,17.09966201136463,16.427654266357422,13628233.52074274,26686329.11,13058095.589257259,0.9581649426084671,False,True,17501.657798542317,-0.6611342168128262,False,False
LBN,2024,4.5,1.9,0.613201170080003,2.7,7.9,5.2,0.1,6.2,5.9,3.3,2.4,7.6,5.6,3.9,4.6,10.0,7.1,8.6,65617457.71,2598490.0,2673341.0,,,,,,6855713,667,10400,17.55,6.4,78.9,29,2.09,2.1,33.854721,35.862285,7784.316856904599,88.8,17.9993523573776,9.571208379055541,0.7000000000000002,0.5999999999999996,MENA,6855713,3587670.137775683,65617457.71,17.999352357377603,16.98182487487793,23719898.019054532,65617457.71,41897559.69094547,1.7663465356085664,False,True,40741.30716514861,-0.24729228306934029,False,False
LBN,2025,4.5,1.9,0.97525313903443,2.5,8.0,7.1,0.1,8.9,6.6,3.3,2.4,7.7,5.7,3.9,4.6,10.0,7.1,8.6,35093106.64,1272840.0,130293.0,,,,,,6855713,667,10400,17.55,6.4,78.9,29,2.09,2.1,33.854721,35.862285,7784.316856904599,88.8,17.37351530562149,5.118812097297539,0.6999999999999993,0.0,MENA,6855713,4130953.0546543077,35093106.64,17.37351530562149,17.60261344909668,44128369.214358345,35093106.64,-9035262.574358344,-0.20474952361073162,False,False,3712.7804424067717,-0.906680764404659,False,False
MLI,2023,7.5,8.5,0.961620641651966,1.6,7.3,7.5,4.2,9.2,7.2,5.4,6.6,7.3,7.0,4.3,7.0,7.7,7.1,7.2,5347230.34,237912.0,330136.0,,,,,,19658031,17,1240192,41.54,62.0,58.9,562,5.88,0.13,17.570692,-3.996166,890.7372854890706,43.1,15.49208947837741,0.2720125092894604,0.1000000000000005,-0.1000000000000005,Africa,19658031,13180332.894544536,5347230.34,15.492089478377407,16.653303146362305,17078024.666760948,5347230.34,-11730794.326760948,-0.686894096692146,True,False,61739.625740203366,0.1266369715152536,False,False
MLI,2024,7.5,8.3,0.954410514692782,1.9,7.3,8.0,4.2,9.7,7.2,5.4,6.6,7.3,7.0,4.3,7.0,7.6,6.6,6.1,4199985.609999999,72895.0,15133.0,,,,,,19658031,17,1240192,41.54,62.0,58.9,562,5.88,0.13,17.570692,-3.996166,890.7372854890706,43.1,15.25059189515328,0.2136524054723486,0.0,-0.5,Africa,19658031,12546202.86238875,4199985.609999999,15.250591895153276,16.169384002685547,10526262.761598857,4199985.609999999,-6326277.151598858,-0.6009993570251657,True,False,3603.1075821702384,-0.9086337727243406,False,False
MLI,2025,7.5,8.2,0.953046873929891,2.3,7.3,7.9,4.2,9.6,7.1,5.4,6.6,7.3,7.0,4.3,7.0,7.7,6.6,6.2,8012337.23,155418.0,6518.0,23134540.0,6431534.0,4709012.0,1800000.0,1.245789453962305,19658031,17,1240192,41.54,62.0,58.9,562,5.88,0.13,17.570692,-3.996166,890.7372854890706,43.1,15.89649319030366,0.4075859494778495,-0.1000000000000005,0.0,Africa,23134540,6431534.0,8012337.23,15.89649319030366,15.486151695251465,5315573.718067057,8012337.23,2696763.511932943,0.5073325392453754,False,True,813.4954648166381,-0.9583100158908467,False,False
MMR,2018,5.5,2.4,0.948938413758933,2.1,7.1,7.8,4.1,8.3,6.5,4.1,5.5,6.7,6.1,7.2,5.1,8.5,5.8,6.5,12815852.52,769924.0,884274.0,,,,,,54045420,83,676578,17.55,36.8,66.9,250,2.15,0.68,21.916221,95.955974,1407.813143407897,30.9,16.36619351876179,0.2371311485783624,,,Asia,54045420,27420731.651800074,12815852.52,16.36619351876179,,,12815852.52,,,False,False,68998.45316969999,0.25589912744303117,False,False
MMR,2019,5.4,2.4,0.82961575179866,2.0,7.2,7.3,4.2,7.3,6.3,4.1,5.3,6.8,6.1,7.2,5.1,8.3,5.7,6.3,15495875.37,672517.0,733253.0,,,,,,54045420,83,676578,17.55,36.8,66.9,250,2.15,0.68,21.916221,95.955974,1407.813143407897,30.9,16.55608450584922,0.2867194920494651,-0.2000000000000002,-0.09999999999999964,Asia,54045420,25848381.636262484,15495875.37,16.556084505849224,,,15495875.37,,,False,False,47319.23705144518,-0.1301552651552197,False,False
MMR,2020,5.5,2.4,0.922658117817034,2.0,7.3,7.6,3.1,8.1,6.3,4.0,4.8,6.8,5.9,7.1,5.0,8.4,5.7,6.3,16544732.78,1396643.0,1359203.0,,,,,,54045420,83,676578,17.55,36.8,66.9,250,2.15,0.68,21.916221,95.955974,1407.813143407897,30.9,16.62157840854656,0.3061264540084987,0.0,0.0,Asia,54045420,25848381.636262484,16544732.78,16.62157840854656,16.6376953125,16813543.041147962,16544732.78,-268810.2611479629,-0.01598772254545644,False,False,82153.21564824009,0.4901536231187668,False,False
MMR,2021,5.4,2.3,0.834370151628326,2.0,7.1,7.3,3.0,7.4,6.2,3.9,4.8,6.7,5.8,7.1,5.0,8.4,5.6,6.2,20857614.5,1200877.0,1222115.0,,,,,,54045420,83,676578,17.55,36.8,66.9,250,2.15,0.68,21.916221,95.955974,1407.813143407897,30.9,16.85322969131945,0.3859275124515639,-0.09999999999999964,-0.1000000000000005,Asia,54045420,24887866.564005677,20857614.5,16.853229691319445,15.889592170715332,7957234.2788843755,20857614.5,12900380.221115625,1.6212140762712703,False,True,58593.229822202666,0.07060727199237439,False,False
MMR,2022,7.3,2.3,0.986528426075944,2.0,7.5,8.0,3.3,8.6,6.6,3.9,5.4,6.9,6.2,7.2,5.0,8.5,5.7,6.4,24695346.51,965605.0,1049801.0,,,,,,54045420,83,676578,17.55,36.8,66.9,250,2.15,0.68,21.916221,95.955974,1407.813143407897,30.9,17.02212542393722,0.4569368969655523,0.3999999999999995,0.1000000000000005,Asia,54045420,27683886.46610484,24695346.51,17.02212542393722,17.063982009887695,25750947.256411735,24695346.51,-1055600.7464117333,-0.04099269575991615,False,False,42510.07369070077,-0.2157948302580656,False,False
MMR,2023,6.3,2.2,0.992912940386994,2.0,8.1,8.3,3.9,9.1,6.8,3.9,5.1,7.2,6.3,7.1,4.9,9.0,6.0,6.9,35639378.82,1600867.0,1834622.0,,,,,,54045420,83,676578,17.55,36.8,66.9,250,2.15,0.68,21.916221,95.955974,1407.813143407897,30.9,17.38896175918091,0.6594338395371893,0.2000000000000002,0.2999999999999998,Asia,54045420,29953596.739594467,35639378.82,17.388961759180912,17.271629333496094,31693726.021108657,35639378.82,3945652.798891343,0.12449318190809944,False,False,51477.384306119704,-0.05610872196006463,False,False
MMR,2024,6.3,2.1,0.992589429135006,2.0,8.3,8.4,4.2,9.2,6.9,3.9,5.1,7.3,6.3,7.2,4.8,9.4,6.3,7.4,27894424.96,1349223.0,982972.0,,,,,,54045420,83,676578,17.55,36.8,66.9,250,2.15,0.68,21.916221,95.955974,1407.813143407897,30.9,17.14393744045171,0.5161293030935832,0.1000000000000005,0.2999999999999998,Asia,54045420,31611472.069803316,27894424.96,17.143937440451708,17.57337188720703,42856670.58724268,27894424.96,-14962245.627242677,-0.34912291184132604,False,False,35239.01286276098,-0.34527483341701726,False,False
MMR,2025,6.3,2.0,0.989881389863705,2.0,8.5,8.4,4.2,9.2,7.0,3.9,5.1,7.4,6.4,7.2,4.8,9.4,6.3,7.5,35848382.97,1253567.0,422633.0,57000000.0,1957173.0,1132893.0,1000000.0,18.31640992901496,54045420,83,676578,17.55,36.8,66.9,250,2.15,0.68,21.916221,95.955974,1407.813143407897,30.9,17.39480904644855,0.6633010340191638,0.09999999999999964,0.0,Asia,57000000,1957173.0,35848382.97,17.394809046448554,17.211400985717773,29841212.092808716,35848382.97,6007170.877191283,0.20130452002111943,False,False,11789.457849239514,-0.7628546789272734,False,False
MOZ,2025,6.6,7.8,0.948863458824179,6.7,7.0,7.1,8.2,8.4,7.1,6.4,7.3,6.1,6.7,5.1,7.4,7.9,7.6,7.7,2287877.25,1230527.0,22807.0,34900000.0,1305029.0,1097096.0,1105000.0,1.753123685374042,30366036,40,799380,37.52,54.0,60.2,289,4.85,0.08,-18.665695,35.529562,491.8047230794299,36.5,14.64313541765341,0.07534329637230226,0.0,-0.1000000000000005,Africa,34900000,1305029.0,2287877.25,14.643135417653408,16.641643524169922,16880057.69250072,2287877.25,-14592180.442500722,-0.8644627114623884,True,False,9968.62921296646,-0.7952792319815691,False,False
NER,2021,7.3,9.0,0.938774008740725,3.1,6.6,7.0,3.8,8.8,7.6,5.8,8.5,7.3,8.0,3.8,7.7,8.0,7.8,7.8,12482617.94,505293.0,594902.0,,,,,,23310715,19,1267000,46.08,48.0,62.0,509,6.91,0.04,17.607789,8.081666,554.6009686961554,16.5,16.33984774985146,0.5354884198103748,0.5,0.8999999999999995,Africa,23310715,17737709.000494592,12482617.94,16.33984774985146,17.84705352783203,56347786.14412451,12482617.94,-43865168.20412451,-0.7784719011307317,True,False,47658.43213433652,-0.1241150213113629,False,False
NER,2022,7.1,8.9,0.923249516737922,2.9,6.6,6.8,3.6,8.6,7.4,5.1,8.4,7.3,7.9,3.8,7.3,8.0,7.4,7.5,8999635.84,179851.0,331152.0,,,,,,23310715,19,1267000,46.08,48.0,62.0,509,6.91,0.04,17.607789,8.081666,554.6009686961554,16.5,16.01269478337526,0.3860729214011668,-0.1999999999999993,-0.3999999999999995,Africa,23310715,16608352.388396623,8999635.84,16.012694783375256,16.625080108642578,16602769.02933302,8999635.84,-7603133.18933302,-0.45794368252067774,True,False,36796.15551679965,-0.31754588979587134,False,False
NER,2023,7.4,8.7,0.917975884714777,3.2,6.6,7.2,3.5,9.0,7.7,5.1,8.5,7.3,8.0,3.8,7.6,8.4,7.8,7.9,10993493.0,196157.0,297015.0,,,,,,23310715,19,1267000,46.08,48.0,62.0,509,6.91,0.04,17.607789,8.081666,554.6009686961554,16.5,16.21281420123895,0.4716068554739741,0.2999999999999998,0.3999999999999995,Africa,23310715,18001603.88723726,10993493.0,16.212814201238952,16.465896606445312,14159502.845343607,10993493.0,-3166009.8453436065,-0.2235961163272593,False,False,27017.34562190403,-0.4916828370782437,False,False
NER,2024,7.4,8.6,0.915338788412732,3.2,6.6,7.1,3.5,8.9,7.6,5.1,8.5,7.3,8.0,3.8,7.5,8.3,7.6,7.7,8777317.27,378680.0,118693.0,,,,,,23310715,19,1267000,46.08,48.0,62.0,509,6.91,0.04,17.607789,8.081666,554.6009686961554,16.5,15.98768148273748,0.3765357377497859,-0.1000000000000005,-0.2000000000000002,Africa,23310715,17436925.581188265,8777317.27,15.987681482737479,16.609275817871094,16342436.627367388,8777317.27,-7565119.357367389,-0.46291257110941963,True,False,13522.696780274562,-0.7319898866258144,False,False
NER,2025,7.4,8.5,0.940818706435123,3.4,6.5,7.5,3.5,9.3,7.8,5.1,8.5,7.3,8.0,3.8,7.5,8.5,7.8,8.0,4998011.6,184167.0,0.0,27522775.0,2580329.0,2132111.0,844290.0,1.936966797644796,23310715,19,1267000,46.08,48.0,62.0,509,6.91,0.04,17.607789,8.081666,554.6009686961554,16.5,15.42455091138226,0.2144083353942597,0.2000000000000002,0.2000000000000002,Africa,27522775,2580329.0,4998011.6,15.42455091138226,16.38875389099121,13108269.05629322,4998011.6,-8110257.45629322,-0.618713075041706,True,False,0.0,-0.9727964021069412,False,False
NGA,2018,9.0,7.8,0.993613070159164,3.1,7.2,7.6,5.6,9.2,7.1,5.9,7.5,7.2,7.4,4.7,6.0,7.8,6.3,6.6,36066923.52,9137836.0,9972692.0,,,,,,200963599,226,923768,37.91,75.7,54.3,917,5.39,0.38,9.081999,8.675277,2229.858696245781,51.2,17.40088678503604,0.1794699323632237,,,Africa,200963599,122094865.7856112,36066923.52,17.40088678503604,,,36066923.52,,,False,False,276505.2027294036,3.951092335736836,False,True
NGA,2019,8.8,7.5,0.993842342091265,3.1,7.3,7.5,5.4,9.2,7.0,5.8,7.3,7.3,7.3,4.4,5.8,7.9,6.2,6.5,27692844.53,3002762.0,3268016.0,,,,,,200963599,226,923768,37.91,75.7,54.3,917,5.39,0.38,9.081999,8.675277,2229.858696245781,51.2,17.13668465368096,0.1378003014864398,-0.09999999999999964,-0.09999999999999964,Africa,200963599,118523266.82654175,27692844.53,17.136684653680955,,,27692844.53,,,False,False,118009.40117732248,1.1286655439286792,False,False
NGA,2020,9.0,7.3,0.992597913758602,3.3,7.4,7.5,5.4,9.2,7.0,5.9,7.3,7.4,7.4,4.4,5.9,8.0,6.2,6.5,23358102.5,3503512.0,4511703.0,,,,,,200963599,226,923768,37.91,75.7,54.3,917,5.39,0.38,9.081999,8.675277,2229.858696245781,51.2,16.96645452684088,0.1162305144624724,0.0,0.0,Africa,200963599,118523266.82654175,23358102.5,16.966454526840884,17.15638542175293,28243824.399932053,23358102.5,-4885721.899932053,-0.17298372312298493,False,False,193153.6604827745,2.466803012791509,False,False
NGA,2021,9.1,7.0,0.99369518623303,3.4,7.4,7.7,5.5,9.4,7.0,5.8,7.2,7.4,7.3,4.4,5.8,8.1,6.2,6.6,31434295.69,3584766.0,4364432.0,,,,,,200963599,226,923768,37.91,75.7,54.3,917,5.39,0.38,9.081999,8.675277,2229.858696245781,51.2,17.26341010607995,0.1564178579922825,0.0,0.0,Africa,200963599,118523266.82654175,31434295.69,17.263410106079945,17.12752914428711,27440459.542148475,31434295.69,3993836.1478515267,0.14554552709720503,False,False,138843.0026523415,1.4996615854460678,False,False
NGA,2022,9.0,6.8,0.993630710132065,3.8,7.4,7.6,5.4,9.2,7.0,5.8,7.1,7.4,7.3,4.5,5.6,8.2,6.2,6.7,24710819.97,4008268.0,4811499.0,,,,,,200963599,226,923768,37.91,75.7,54.3,917,5.39,0.38,9.081999,8.675277,2229.858696245781,51.2,17.02275180161361,0.1229616711332882,0.0,0.0,Africa,200963599,118523266.82654175,24710819.97,17.02275180161361,17.307619094848633,32855150.019488983,24710819.97,-8144330.049488984,-0.24788594922433593,False,False,194712.23559746923,2.4945574650715234,False,False
NGA,2023,9.0,6.6,0.9929558491294,4.1,7.4,7.6,5.3,9.2,7.2,5.8,6.9,7.4,7.2,4.7,5.6,8.2,6.8,7.7,23973602.54,1642223.0,2262684.0,,,,,,200963599,226,923768,37.91,75.7,54.3,917,5.39,0.38,9.081999,8.675277,2229.858696245781,51.2,16.9924639305306,0.119293258377603,0.2000000000000002,0.5999999999999996,Africa,200963599,130852622.13739261,23973602.54,16.992463930530604,17.211196899414062,29835122.531349536,23973602.54,-5861519.991349537,-0.19646374789278942,False,False,94382.31054887665,0.7079242186116662,False,False
NGA,2024,9.0,6.5,0.993571574423223,4.4,7.1,7.6,5.3,9.2,7.0,5.8,6.9,7.1,7.0,4.7,5.6,8.2,6.4,7.0,18999922.94,1569045.0,1861353.0,,,,,,200963599,226,923768,37.91,75.7,54.3,917,5.39,0.38,9.081999,8.675277,2229.858696245781,51.2,16.75994553396481,0.09454410169077436,-0.2000000000000002,-0.3999999999999995,Africa,200963599,121116345.52289769,18999922.94,16.759945533964807,17.3408145904541,33964097.23600952,18999922.94,-14964174.296009522,-0.44058801834262085,True,False,97966.3446941345,0.7717471962254111,False,False
NGA,2025,9.0,6.4,0.992609750819519,4.6,7.1,7.8,5.3,9.4,7.0,5.8,6.9,7.1,7.0,4.7,5.6,8.1,6.2,6.8,19498025.21,1954811.0,819141.0,229200000.0,7847048.0,3584107.0,1600000.0,2.484759263610978,200963599,226,923768,37.91,75.7,54.3,917,5.39,0.38,9.081999,8.675277,2229.858696245781,51.2,16.78582379841088,0.097022671304767,0.0,-0.2000000000000002,Africa,229200000,7847048.0,19498025.21,16.785823798410885,17.055017471313477,25521133.513566233,19498025.21,-6023108.303566232,-0.2360047331112678,False,False,42011.485324055975,-0.2246734828805435,False,False
PAK,2018,5.9,5.9,0.977597792571268,3.8,6.6,8.6,1.7,9.5,6.5,4.5,5.6,5.8,5.7,7.3,5.4,7.7,5.7,6.0,5358172.46,299374.0,434756.0,,,,,,216565318,287,796095,28.25,57.2,67.1,140,3.51,0.98,30.375321,69.345116,1405.580555608632,36.9,15.49413370258282,0.02474159994537999,,,Asia,216565318,108480375.33897924,5358172.46,15.49413370258282,,,5358172.46,,,False,False,81138.85903531764,0.4720903857792002,False,False
PAK,2019,5.8,5.7,0.973574458440137,3.7,6.5,8.6,1.7,9.5,6.5,4.3,5.5,5.8,5.7,7.3,5.3,7.6,5.5,5.7,8890418.149999999,1338345.0,1465839.0,,,,,,216565318,287,796095,28.25,57.2,67.1,140,3.51,0.98,30.375321,69.345116,1405.580555608632,36.9,16.00048475486007,0.04105190171770717,0.0,-0.2000000000000002,Asia,216565318,105685984.13942996,8890418.149999999,16.00048475486007,,,8890418.149999999,,,False,False,164878.52147147,1.9632911903576364,False,False
PAK,2020,5.5,5.6,0.958781205861207,3.6,6.6,8.6,1.7,9.4,6.5,4.2,5.4,5.8,5.6,7.4,5.3,7.6,5.6,5.9,9681444.56,3367013.0,2026537.0,,,,,,216565318,287,796095,28.25,57.2,67.1,140,3.51,0.98,30.375321,69.345116,1405.580555608632,36.9,16.08572178281419,0.04470450139204653,0.0,0.09999999999999964,Asia,216565318,107083179.7392046,9681444.56,16.085721782814186,15.875463485717773,7845599.4915859,9681444.56,1835845.0684141004,0.2339967864001944,False,False,209321.7584660401,2.7547177239301086,False,True
PAK,2021,5.5,5.5,0.965401677461716,3.6,6.5,8.6,1.6,9.4,6.5,4.1,5.3,5.8,5.6,7.4,5.4,7.6,5.6,5.8,1537348.88,362098.0,384750.0,,,,,,216565318,287,796095,28.25,57.2,67.1,140,3.51,0.98,30.375321,69.345116,1405.580555608632,36.9,14.24557063487142,0.007098776914962903,0.0,0.0,Asia,216565318,107083179.7392046,1537348.88,14.24557063487142,15.973881721496582,8657024.289719537,1537348.88,-7119675.409719537,-0.8224160140308668,True,False,250268.50102478464,3.4838801503373227,False,True
PAK,2025,5.3,5.2,0.989340629604509,5.4,6.8,8.4,1.8,9.1,6.4,4.1,5.1,5.9,5.5,7.4,5.3,7.6,5.7,6.1,1632784.64,295327.0,38616.0,,,,,,216565318,287,796095,28.25,57.2,67.1,140,3.51,0.98,30.375321,69.345116,1405.580555608632,36.9,14.30579809573062,0.007539455786729433,-0.09999999999999964,-0.2000000000000002,Asia,216565318,106028692.49415882,1632784.64,14.305798095730623,16.694869995117188,17802864.672068305,1632784.64,-16170080.032068305,-0.908285286099953,True,False,23650.393952964678,-0.5516401009557664,False,False
